filename,CountryName,surveyyr,Gini,Polarisation_0,Polarisation_-2,Mean
JOHR21DT,Jordan,1990,0.134809013193195,0.175846958361792,0.33621455402285,-0.77612225538179
JOHR31DT,Jordan,1997,0.0889073868754089,0.103607637345697,0.521724421998487,-0.507077611705996
JOHR42DT,Jordan,2002,0.0740574828361086,0.0924271060638605,0.542757966726802,-0.486816507231424
JOHR51DT,Jordan,2007,0.137969049408001,0.103459622211191,0.525301560411894,-0.423031431556375
JOHR61DT,Jordan,2009,0.0567644956670619,0.101499962621187,0.634132444135976,-0.360761509391228
JOHR6CDT,Jordan,2012,0.0862649900120263,0.0591817229074361,0.575365471006757,-0.39619171507406
KEHR33DT,Kenya,1993,0.191399568664908,0.294730255402375,0.199497416908482,-1.42338404627966
KEHR3ADT,Kenya,1998,0.179326543349898,0.260586418215363,0.245260014567485,-1.29840775428669
KEHR42DT,Kenya,2003,0.146202374983113,0.207697360001991,0.286986085503763,-1.09387391459078
KEHR52DT,Kenya,2009,0.221894760392515,0.332061682992155,0.189258960766499,-1.40921363497933
KEHR71DT,Kenya,2014,0.151016302643805,0.240516044460407,0.238970057290045,-1.13716120544781
KHHR42DT,Cambodia,2000,0.196341978787941,0.386948068246318,0.165343018394987,-1.7437888792507
KHHR51DT,Cambodia,2006,0.150507519548431,0.401968735365842,0.11961567159578,-1.77505840360949
KHHR61DT,Cambodia,2011,0.175567696802523,0.381337323111434,0.136652000031265,-1.65770596924797
KHHR73DT,Cambodia,2014,0.164363949148874,0.312097429375444,0.16485965640584,-1.41301138248619
KKHR31DT,Kazakhstan,1995,0.10327384721684,0.103481960642328,0.490861207345005,-0.582031230431578
KKHR42DT,Kazakhstan,1999,0.12693804586304,0.161861312933845,0.370356486738302,-0.638191973741304
KMHR32DT,Comoros,1996,0.179940575699935,0.279313638458881,0.226028003833816,-1.39221498371336
KMHR32DT,Comoros,1996,0.179940575699935,0.274977771647445,0.226028003833816,-1.39221498371336
KMHR61DT,Comoros,2012,0.246880052418096,0.263506127430377,0.275329001153565,-1.16272046062093
KYHR31DT,Kyrgyz Republic,1997,0.165105341330196,0.255742605030854,0.206689069454852,-1.14173987808895
KYHR61DT,Kyrgyz Republic,2012,0.135854272252517,0.154948882804232,0.397186046927189,-0.800383209415169
LBHR51DT,Liberia,2007,0.228007971474917,0.343766991847795,0.202813731908125,-1.54803311734726
LBHR6ADT,Liberia,2013,0.165798000258226,0.230399138681326,0.262458363574602,-1.22760286859877
LSHR41DT,Lesotho,2005,0.166217195468937,0.346579425963883,0.170675308237813,-1.57869561720071
LSHR61DT,Lesotho,2010,0.172084673709969,0.354459802117613,0.155126322660689,-1.54541487928651
LSHR71DT,Lesotho,2014,0.145832439352167,0.318189184257967,0.164177087414331,-1.46960945845442
MAHR21DT,Morocco,1992,0.161922816859631,0.223766504192215,0.267776852493088,-1.11921006178288
MAHR43DT,Morocco,2004,0.161852284225876,0.155991924943265,0.39549598937299,-0.67857177723022
MBHR53DT,Moldova,2005,0.162907372203857,0.149225051163684,0.496832985254238,-0.18244019255859
MDHR21DT,Madagascar,1992,0.209041697400154,0.470096588101842,0.177751686341608,-2.10796282920688
MDHR31DT,Madagascar,1997,0.213838656559733,0.388899424521493,0.197605047634662,-1.88128342868362
MDHR42DT,Madagascar,2004,0.252394058263492,0.357512240392852,0.222130314545052,-1.82178501837433
MDHR51DT,Madagascar,2009,0.273809487579563,0.425311898748082,0.22024591689263,-1.85110774775762
MLHR32DT,Mali,1996,0.18640961261501,0.214457431787119,0.283534544345905,-1.20379391574536
MLHR41DT,Mali,2001,0.212071445298152,0.290840229697716,0.234449672964035,-1.47219081916649
MLHR53DT,Mali,2006,0.238622863359923,0.319717252051141,0.216551122049321,-1.43246146204111
MLHR6ADT,Mali,2013,0.241616604690026,0.319510735336436,0.241355920875544,-1.46016731452779
MMHR71DT,Myanmar,2016,0.149045194449275,0.286355967691771,0.173135468289616,-1.34429853916824
MVHR52DT,Maldives,2009,0.144618592534759,0.181974803583856,0.325201944790156,-0.926694150307413
MVHR71DT,Maldives,2017,0.134761272436719,0.200572857723407,0.352670760525007,-0.854580543766543
MWHR22DT,Malawi,1992,0.237195713696608,0.420070548273177,0.189274192506034,-1.96067708411695
MWHR41DT,Malawi,2000,0.239236089616732,0.388716739298368,0.201430764601854,-1.89095316387085
MWHR4EDT,Malawi,2005,0.211353977059274,0.38988669629013,0.173053581612116,-1.82081944506641
MWHR61DT,Malawi,2010,0.206516370566537,0.377999339800898,0.187588654881127,-1.78336125237012
MWHR7HDT,Malawi,2016,0.187990562695724,0.338995674142828,0.187485882634117,-1.54217553385598
MZHR31DT,Mozambique,1997,0.18156062486175,0.243325958052712,0.232546850898328,-1.43590421101874
MZHR41DT,Mozambique,2004,0.195967596965631,0.334251959572647,0.201733133149938,-1.70155016346454
MZHR62DT,Mozambique,2011,0.236483670098844,0.326073255241561,0.230480451037533,-1.67868919493932
NCHR31DT,Nicaragua,1998,0.137775343853199,0.235923066073036,0.248420900041605,-1.16927904598248
NCHR41DT,Nicaragua,2001,0.11987713726877,0.186475437465292,0.335477273141359,-0.947932515813203
NGHR21DT,Nigeria,1990,0.24523550163632,0.341706614578483,0.233109389760964,-1.69809027347337
NGHR4BDT,Nigeria,2003,0.224841551622712,0.261248678152711,0.260813996109074,-1.47633029046823
NGHR53DT,Nigeria,2008,0.240521213975943,0.307091134034418,0.23607807692674,-1.47683658132957
NGHR6ADT,Nigeria,2013,0.247265859439945,0.281777478271115,0.26833086176888,-1.37638667183888
NIHR22DT,Niger,1992,0.241126216311874,0.288558329928538,0.255494412536191,-1.59035157230069
NIHR31DT,Niger,1998,0.214107871745632,0.332138480589435,0.210389735306284,-1.65511560703159
NIHR51DT,Niger,2006,0.293833250008444,0.410703452549302,0.251624289542128,-1.99431635449252
NIHR61DT,Niger,2012,0.234004538573579,0.368038111065781,0.211725710943136,-1.72985687561555
NMHR21DT,Namibia,1992,0.154038842378808,0.261838684657115,0.232421658185997,-1.24382059722236
NMHR41DT,Namibia,2000,0.166653198855414,0.206146222592756,0.3055471746753,-0.998812711955128
NMHR51DT,Namibia,2007,0.164358146433988,0.234749374779786,0.25564416315234,-1.20827575979175
NMHR61DT,Namibia,2013,0.166026159765946,0.231713108816828,0.251491105761666,-1.08850041357338
NPHR31DT,Nepal,1996,0.177693340396936,0.44431492170133,0.140307658214321,-1.95750463342267
NPHR41DT,Nepal,2001,0.181773316420992,0.449765131367207,0.142891940324592,-2.00883129061195
NPHR51DT,Nepal,2006,0.166088435922955,0.426799300988702,0.142283356396214,-1.92456789450741
NPHR60DT,Nepal,2011,0.161974916820117,0.376822297339685,0.162093466111291,-1.67562316343097
NPHR7HDT,Nepal,2017,0.162842347353495,0.309187971299699,0.18428299660317,-1.52513805907651
PEHR21DT,Peru,1992,0.138445185727819,0.267528654337251,0.218413707910243,-1.36309730587652
PEHR31DT,Peru,1996,0.101754695731362,0.246485152571611,0.23644181752765,-1.15021264421314
PEHR41DT,Peru,2000,0.100329285628983,0.237874204605442,0.247846242572497,-1.1746846366967
PEHR51DT,Peru,2005,0.116826720388761,0.28360728723213,0.221221544070355,-1.29921209913416
PEHR5IDT,Peru,2009,0.0834925779371205,0.246600207885702,0.2532355954211,-1.19215020246149
PEHR61DT,Peru,2010,0.0871912226467586,0.253892654956759,0.253294421139936,-1.19401404255722
PEHR6ADT,Peru,2011,0.0530725085756135,0.232228344588266,0.305169994549834,-1.08791129308989
PEHR6IDT,Peru,2012,0.069265805520076,0.222125525112658,0.32077886761757,-1.04619736070403
PKHR21DT,Pakistan,1991,0.227968900540292,0.424902731517076,0.190281194278969,-1.98902758314565
PKHR61DT,Pakistan,2013,0.261012613676426,0.42716216562282,0.192626514121535,-1.79143671310554
PKHR71DT,Pakistan,2018,0.22134865221835,0.372505305719584,0.164599423165993,-1.56154480884897
PYHR21DT,Paraguay,1990,0.0955894055500184,0.143996652812842,0.424343461835818,-0.741289669296105
RWHR21DT,Rwanda,1992,0.212609786035044,0.447033285764508,0.156873940536253,-1.93401770628973
RWHR41DT,Rwanda,2000,0.22625444366167,0.359917109995115,0.197359527537709,-1.63327003957074
RWHR53DT,Rwanda,2005,0.210975337532751,0.385197536290975,0.177373264022658,-1.76164031208011
RWHR61DT,Rwanda,2011,0.187140532783147,0.389316740159782,0.154882579472136,-1.7602472202832
RWHR70DT,Rwanda,2015,0.181018727691753,0.34414198910995,0.173540453698897,-1.56532714973594
SLHR51DT,Sierra Leone,2008,0.259173564702621,0.278643068838583,0.280891780991624,-1.28843645587598
SLHR61DT,Sierra Leone,2013,0.243121768562508,0.313963409299511,0.223063677811231,-1.38447350481708
SNHR21DT,Senegal,1993,0.163336874293927,0.217489151935164,0.278971114707403,-1.10320310478655
SNHR4HDT,Senegal,2005,0.116589301429757,0.127472050875806,0.423900797341707,-0.726334229888127
SNHR61DT,Senegal,2011,0.135692471773743,0.214772329856693,0.295048282205881,-1.0965602706013
SNHR6DDT,Senegal,2013,0.122093138639667,0.177634554247608,0.333165319910539,-0.90539835309029
SNHR7HDT,Senegal,2015,0.104337857540566,0.189791493121488,0.3296893325249,-1.01860477278087
SNHR7ZDT,Senegal,2017,0.0845637649921489,0.16607038112128,0.382882298687113,-0.84404857094594
STHR50DT,Sao Tome and Principe,2009,0.247257161248185,0.320399074238355,0.191211290985732,-1.19960501350744
SZHR51DT,Eswatini,2007,0.173896415017242,0.252089315616765,0.235689819187929,-1.24428027578801
TDHR31DT,Chad,1997,0.238604962453187,0.303798219418899,0.247856086705726,-1.52769492518758
TDHR41DT,Chad,2005,0.258550250326288,0.303225530568211,0.271905786884262,-1.53943891778865
TDHR71DT,Chad,2015,0.214567979008764,0.309820052403612,0.188282049477778,-1.50685993862227
TGHR31DT,Togo,1998,0.144284609449237,0.212572191105489,0.281172723806231,-0.976646500291324
TGHR61DT,Togo,2014,0.144276635160738,0.259472316823149,0.238680425927825,-1.23012542334645
TJHR61DT,Tajikistan,2012,0.20853907093577,0.268727594881903,0.232415062545017,-1.13305052449785
TJHR70DT,Tajikistan,2017,0.162388029968514,0.208106421367846,0.294406857203596,-0.822131636520234
TLHR61DT,Timor-Leste,2010,0.281914263977857,0.524993998033329,0.201875294026606,-2.16254307582938
TLHR71DT,Timor-Leste,2016,0.264570293840658,0.355069355575179,0.228410443955767,-1.52215522130124
TRHR31DT,Turkey,1993,0.163410194539997,0.164043844853438,0.36381994735728,-0.866126542929408
TRHR41DT,Turkey,1998,0.134437872621513,0.144164295928031,0.407163139152363,-0.720957650276888
TRHR4ADT,Turkey,2004,0.103642943614412,0.109437632958992,0.509544962713752,-0.474522237709756
TZHR21DT,Tanzania,1992,0.175508363204234,0.399488077290695,0.152000007241839,-1.75876708777704
TZHR3ADT,Tanzania,1996,0.181130195762328,0.376023400435563,0.153129221149678,-1.74966407849014
TZHR41DT,Tanzania,1999,0.211341813025016,0.37142837348671,0.194195828804325,-1.77197223588636
TZHR4IDT,Tanzania,2005,0.179519214181884,0.329727164870551,0.167922169535459,-1.59387193951163
TZHR63DT,Tanzania,2010,0.208992485347613,0.380536572746937,0.181613477056674,-1.69514007305853
TZHR7ADT,Tanzania,2016,0.176345815653425,0.290360077064168,0.195446998709239,-1.45911673348273
UGHR33DT,Uganda,1995,0.223666150756757,0.333182535855694,0.210018676959565,-1.58243810033229
UGHR41DT,Uganda,2001,0.19525278247006,0.355314312649027,0.174698056388445,-1.6228218990341
UGHR52DT,Uganda,2006,0.186971489724481,0.325576149162144,0.178098527509408,-1.52247145183466
UGHR60DT,Uganda,2011,0.200850582921348,0.293428594709421,0.222768282446681,-1.41636837344638
UGHR7BDT,Uganda,2016,0.162934401573308,0.240886242233989,0.247713602852833,-1.20047185983792
UZHR31DT,Uzbekistan,1996,0.196566111567283,0.195198763712262,0.354847640277717,-1.04830527918891
YEHR21DT,"Yemen, Republic of",1992,0.224279430749448,0.319545791488812,0.236890908674325,-1.6031059282093
YEHR61DT,"Yemen, Republic of",2013,0.229597898748021,0.414136157018845,0.175568149849647,-1.86451710314253
ZAHR71DT,South Africa,2016,0.161839716310402,0.254327310311725,0.295934547122436,-1.15334619867841
ZMHR21DT,Zambia,1992,0.163380307803809,0.363595701994111,0.163005440759398,-1.67452905400679
ZMHR31DT,Zambia,1997,0.1724874780707,0.377927300449777,0.156358060075867,-1.72971131415177
ZMHR42DT,Zambia,2002,0.196912272746883,0.395895679622264,0.171249042562004,-1.87061157008895
ZMHR51DT,Zambia,2007,0.23259812018927,0.373097892129721,0.203269686808542,-1.69734074564138
ZMHR61DT,Zambia,2014,0.209108292488001,0.351571498121796,0.189063847768515,-1.59231125407853
ZWHR31DT,Zimbabwe,1994,0.140217371024575,0.212420888859146,0.284365104373943,-1.00037520965119
ZWHR42DT,Zimbabwe,1999,0.162942394034107,0.180890244823791,0.334078653554477,-1.03236492879198
ZWHR52DT,Zimbabwe,2006,0.197553366186188,0.300544141690858,0.209312069052855,-1.39166319747119
ZWHR62DT,Zimbabwe,2011,0.172110691237014,0.283214203516254,0.200090830577593,-1.37362363259028
ZWHR71DT,Zimbabwe,2015,0.174065906172507,0.250796949817776,0.223219517937737,-1.23701329483461
